otu name,Taxonomy,Percent Homology,evalue,bitscore,homology extract gibbsfree_otu/gibbsfree_homolog,total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length,Extraction-Blank-1,Extraction-Blank-2,H2O-Extraction-Blank,MKE-1-2,MKE-1-3,MKE-1-4,MKE-2-1,MKE-2-2,MKE-2-3,MKE-3-3,MKE-3-4,MKE-3-7,MKE-4-B1,MKE-4-B2,MKE-4-B3,MKE-4-Tub-2,MKE-4-Tub-3,MKE-4-Tub-4,MKE-4-UT1,MKE-4-UT2,MKE-4-UT3,MKE-5-B5,MKE-5-B6,MKE-5-B7,MKE-5-T1,MKE-5-T2,MKE-5-B1,MKE-5-Tub1-R1,MKE-5-Tub2-R1,MKE-5-Tub3-R1,MKE-5-UT1,MKE-5-UT2,MKE-5-UT3,MKE-7-2,MKE-7-1,MKE-7-4,MKE-7-Bot-Tub1,MKE-7-Bot-Tub2,MKE-7-Top-Tub1,MKE-7-UT1,MKE-7-UT2,MKE-7-UT3,MKE-8-3,MKE-8-4,MKE-8-5,MKE-9-Cu2,MKE-9-Cu3,MKE-9-Cu4,MKE-13-4,MKE-13-5,MKE-13-6,MKE-14-B1,MKE-14-B2,MKE-14-B3,MKE-16-B1,MKE-16-B2,MKE-16-B3,MKE-16-Tub-R1,MKE-16-Tub-R2,OC-1-G,OC-1-H,OC-1-I,OC-4-3,OC-4-4,OC-4-5,OC-5-3,OC-5-4,OC-5-5,OC-6-1,OC-6-2,OC-6-5,OC-7-4,OC-7-5,OC-7-6,WK1-B1,WK1-B2,WK1-B3,WK2-LP-19-B,WK2-LP-20-B,WK2-LP-21-B,WK2-Fe-1,WK2-Fe-12D,WK2-Fe-3,WK3-B3,WK3-B4,WK3-B5,WK3-Tub-4,WK3-Tub-6,WK3-Tub-7,WK3-UT-1,WK3-UT-2,WK3-UT-3
Zotu2619,tepidimonas taiwanensis ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__tepidimonas;s__tepidimonas taiwanensis;superkingdom__bacteria,99.20948617,6.18691e-124,448.522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2620,halobacillus halophilus dsm 2266 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__halobacillus;s__halobacillus halophilus;superkingdom__bacteria,100,1.19435e-126,457.539,,,8,4,0,0,4,4,5,1,11,6,0,0,4,0,0,0,0,0,1,0,16,2,0,0,0,1,3,0,0,0,3,1,1,0,0,0,3,1,1,2,1,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,9,6,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Zotu2621,carboxydocella thermautotrophica  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiales family xvi. incertae sedis;g__carboxydocella;s__carboxydocella thermautotrophica;superkingdom__bacteria;,78.8,1.20398e-50,205.067,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,14
Zotu2622,phenylobacterium haematophilum ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__phenylobacterium;s__phenylobacterium haematophilum;superkingdom__bacteria,98.81422925,2.63074e-122,443.112,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,1
Zotu2623,fj684273.1 synecology primary and secondary habitats escherichia coli o157:h7 fecal marc beef cattle feedlot animal #4228 pen 301 ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella copri;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,92.49011858,1.36396e-100,370.977,,,3,6,0,0,3,8,2,0,1,3,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,16,0,0,10,1,0,0,0,1,1,0,1,0,0
Zotu2624,y14302.1 hyphomicrobium vulgare str. ifam mc_750 atcc 27500   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium vulgare;superkingdom__bacteria;,95.256917,2.30768e-110,403.438,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu2625,dokdonella soli  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__rhodanobacteraceae;g__dokdonella;s__dokdonella soli; superkingdom__bacteria;,95.65217391,1.89426e-111,407.044,,,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,3,0,1,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2626,af479674.1 mitsuokella jalaludinii str. m9   ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__selenomonadaceae;g__mitsuokella;s__mitsuokella jalaludinii; superkingdom__bacteria;,96.82539683,2.98815e-115,419.668,,,1,1,1,0,2,2,2,0,2,4,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,1,0,0
Zotu2627,persicirhabdus sediminis ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__persicirhabdus;s__persicirhabdus sediminis;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group,87.54863813,3.91127e-82,309.662,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Zotu2628,blastococcus aggregatus   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__geodermatophilales;f__geodermatophilaceae;g__blastococcus;s__blastococcus aggregatus;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,0,0,2,0,0,2,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu2629,eu467548.1 southern three_banded armadillo feces clone arma_h01   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,97.6284585,1.66018e-118,430.488,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2631,eubacterium ramulus  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__eubacteriaceae;g__eubacterium;s__eubacterium ramulus;superkingdom__bacteria;,96.04743083,4.45488e-113,412.454,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Zotu2632,am746477.1 tenacibaculum gallaicum str. a37.1  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__tenacibaculum;s__tenacibaculum gallaicum;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,99.60474308,5.07852e-125,452.129,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2633,aj238567.1 azospirillum doebereinerae str. 63f   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__azospirillaceae;g__azospirillum;s__azospirillum doebereinerae;superkingdom__bacteria;,90.90909091,5.43195e-93,345.73,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,9
Zotu2634,parvibaculum lavamentivorans ds_1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__parvibaculaceae;g__parvibaculum;s__parvibaculum lavamentivorans;superkingdom__bacteria;,88.93280632,1.19647e-88,331.303,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2636,ae017354.1 legionella subsp. pneumophila str. philadelphia 1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__legionellales;f__legionellaceae;g__legionella;s__legionella pneumophila;superkingdom__bacteria,97.23320158,7.05926e-117,425.078,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2637,nitrospira enrichment culture clone gaii ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira enrichment;superkingdom__bacteria,81.02766798,1.66458e-61,241.134,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,7,11,1,4,0,2,0
Zotu2638,eu458542.1 spotted hyena feces clone hy2_g10_1   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,90.90909091,3.66002e-95,352.943,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Zotu2639,pelobacter venetianus  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__desulfuromonadaceae;g__pelobacter;s__pelobacter venetianus; subphylum__delta/epsilon subdivisions;superkingdom__bacteria;,96.83794466,8.59994e-116,421.471,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2640,dq807514.1 human fecal clone rl307_aam07e09  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides uniformis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,94.46640316,1.19541e-107,394.421,,,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,3,0,0,0,2,0,0,0,1,6,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2641,ab512141.1 herminiimonas saxobsidens str. neu 1218 (=dsm 18748 =ccm 7436)  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__herminiimonas;s__herminiimonas saxobsidens;superkingdom__bacteria,92.49011858,1.36396e-100,370.977,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,7,0,0,0
Zotu2642,perlucidibaca piscinae ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__perlucidibaca;s__perlucidibaca piscinae;superkingdom__bacteria,96.04743083,4.45488e-113,412.454,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,6,1,0,0,0,17,0,0,1,0,0
Zotu2643,dq659429.1 cycloclasticus spirillensus p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__thiotrichales;f__piscirickettsiaceae;g__cycloclasticus;s__cycloclasticus spirillensus;superkingdom__bacteria,88.53754941,5.0875e-87,325.893,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2644,acidovorax wohlfahrtii ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax wohlfahrtii;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2645,nr_028816.1 turicibacter sanguinis str. mol361  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__turicibacteraceae;g__turicibacter;s__turicibacter sanguinis;superkingdom__bacteria;,96.83794466,8.59994e-116,421.471,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
Zotu2646,ay850379.1 ureibacillus sp. 6t19  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__planococcaceae;g__ureibacillus;s__ureibacillus suwonensis;superkingdom__bacteria,86.16600791,7.07174e-79,298.842,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,9,20
Zotu2647,phascolarctobacterium faecium  ;k__bacteria;p__firmicutes;c__negativicutes;o__acidaminococcales;f__acidaminococcaceae;g__phascolarctobacterium;s__phascolarctobacterium faecium; superkingdom__bacteria;,100,4.14993e-126,455.735,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0
Zotu2648,modestobacter versicolor   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__geodermatophilales;f__geodermatophilaceae;g__modestobacter;s__modestobacter versicolor;superkingdom__bacteria;,97.23320158,7.05926e-117,425.078,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,2,0,0
Zotu2649,pseudomonas pohangensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas pohangensis;superkingdom__bacteria,97.23320158,7.05926e-117,425.078,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Zotu2650,prevotella paludivivens ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella paludivivens;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,92.09486166,1.66165e-99,367.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2651,candidatus methanomassiliicoccus intestinalis issoire_mx1 ;k__archaea;p__euryarchaeota;c__thermoplasmata;o__methanomassiliicoccales;f__methanomassiliicoccaceae;g__methanomassiliicoccus;s__candidatus methanomassiliicoccus intestinalis;superkingdom__archaea,78.90625,6.62917e-54,215.887,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,2,1,4,0,0,5
Zotu2653,bythopirellula goksoyri  ;k__bacteria;p__planctomycetes;c__planctomycetia;o__pirellulales;f__lacipirellulaceae;g__bythopirellula;s__bythopirellula goksoyri; superkingdom__bacteria;,88.0952381,2.16326e-85,320.483,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Zotu2654,atopostipes suicloacalis ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__atopostipes;s__atopostipes suicloacalis;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2655,gq042951.1 topographical and temporal human skin microbiome skin buttock clone nbw1011c12c1  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides uniformis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,99.20948617,6.18691e-124,448.522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2656,dq365924.1 desulfovibrio sp. str. e2  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio indonesiensis;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,95.27559055,8.05461e-110,401.634,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2657,ay294214.1 bdellovibrio sp. str. l   ;k__bacteria;p__proteobacteria;c__oligoflexia;o__bdellovibrionales;f__bdellovibrionaceae;g__bdellovibrio;s__bdellovibrio bacteriovorus; superkingdom__bacteria;,88.53754941,5.0875e-87,325.893,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,10
Zotu2658,eu768718.1 pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone c5_740   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__bifidobacteriales;f__bifidobacteriaceae;g__bifidobacterium;s__bifidobacterium adolescentis;superkingdom__bacteria;,97.6284585,1.66018e-118,430.488,,,9,14,5,0,9,6,6,7,9,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,16,0,2,2,34,18,3,28,0,2,2,2,2,2,5,0
Zotu2659,clostridium saccharogumia ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__erysipelatoclostridium;s__clostridium saccharogumia;superkingdom__bacteria,92.85714286,1.11456e-101,374.584,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2660,nr_028816.1 turicibacter sanguinis str. mol361  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__turicibacteraceae;g__turicibacter;s__turicibacter sanguinis;superkingdom__bacteria;,94.86166008,9.81252e-109,398.027,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2661,frigoribacterium faeni   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__micrococcales;f__microbacteriaceae;g__frigoribacterium;s__frigoribacterium faeni;superkingdom__bacteria;,99.20948617,6.18691e-124,448.522,,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,3,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Zotu2662,gq001490.1 topographical and temporal human skin microbiome skin buttock clone nbu173f05c1   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__ruminococcus gnavus;superkingdom__bacteria;,98.41897233,3.2049e-121,439.505,,,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
